Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
50,Male,64751,Associate's Degree,Single,0,Owned,Average
53,Female,108376,Bachelor's Degree,Married,2,Owned,High
25,Female,55476,Bachelor's Degree,Married,2,Owned,Average
35,Female,71066,Bachelor's Degree,Married,3,Rented,Average
40,Female,149397,Master's Degree,Married,1,Owned,High
45,Female,172527,Master's Degree,Single,0,Owned,High
40,Male,107234,Associate's Degree,Married,1,Rented,High
40,Female,58020,Associate's Degree,Single,0,Rented,Average
45,Female,241406,Doctorate,Single,0,Rented,High
35,Male,98462,Bachelor's Degree,Married,2,Rented,Average
50,Female,168452,Doctorate,Married,1,Owned,High
30,Female,66556,Associate's Degree,Single,0,Owned,Average
40,Female,144540,Bachelor's Degree,Married,1,Owned,High
45,Female,164597,Master's Degree,Married,0,Rented,High
35,Male,124967,Doctorate,Single,0,Owned,High
25,Female,112982,Bachelor's Degree,Married,3,Owned,High
35,Female,60618,Associate's Degree,Married,2,Owned,Average
35,Male,71261,Associate's Degree,Married,2,Owned,Average
45,Female,174816,Master's Degree,Married,2,Rented,High
25,Male,55847,Bachelor's Degree,Married,1,Owned,Average
35,Female,163007,Master's Degree,Married,2,Rented,High
30,Male,84232,Associate's Degree,Married,2,Rented,Average
30,Male,73439,Bachelor's Degree,Married,0,Rented,Average
40,Female,79352,Bachelor's Degree,Married,3,Rented,Average
30,Male,186170,Doctorate,Single,0,Rented,High
25,Female,58520,Associate's Degree,Married,0,Owned,Average
25,Male,93621,Master's Degree,Married,2,Owned,Average
40,Male,84094,Bachelor's Degree,Married,0,Owned,Average
53,Female,120590,Associate's Degree,Single,0,Rented,High
25,Male,65412,High School Diploma,Single,0,Rented,Average
30,Male,91761,Master's Degree,Married,0,Rented,Average
50,Male,210624,Master's Degree,Married,2,Rented,High
45,Male,88854,Bachelor's Degree,Married,2,Owned,Average
25,Female,113894,Master's Degree,Married,3,Rented,High
40,Female,114512,Bachelor's Degree,Single,0,Rented,High
30,Male,41645,High School Diploma,Married,3,Owned,Low
35,Female,100086,Associate's Degree,Married,0,Rented,High
25,Male,80986,Associate's Degree,Married,3,Owned,Average
35,Male,141786,Bachelor's Degree,Married,1,Rented,High
35,Male,85727,Bachelor's Degree,Single,0,Owned,Average
50,Female,170983,Doctorate,Single,0,Owned,High
30,Male,49323,High School Diploma,Married,3,Rented,Low
45,Female,128318,Bachelor's Degree,Single,0,Rented,High
45,Male,109985,Bachelor's Degree,Single,0,Rented,High
45,Male,168907,Master's Degree,Single,0,Owned,High
35,Male,133724,Bachelor's Degree,Married,2,Owned,High
45,Male,98816,Bachelor's Degree,Married,3,Rented,Average
35,Female,76376,Associate's Degree,Single,0,Owned,Average
45,Female,122873,Bachelor's Degree,Married,2,Owned,High
30,Female,86604,Associate's Degree,Single,0,Owned,Average
45,Male,58876,High School Diploma,Married,1,Owned,Average
40,Male,44951,High School Diploma,Single,0,Owned,Low
40,Female,39902,High School Diploma,Single,0,Rented,Low
35,Male,184297,Doctorate,Single,0,Owned,High
50,Male,101953,Associate's Degree,Married,1,Owned,High
45,Male,184046,Master's Degree,Single,0,Owned,High
53,Male,99278,High School Diploma,Single,0,Owned,Average
45,Female,152409,Doctorate,Married,1,Rented,High
40,Male,111370,Bachelor's Degree,Single,0,Rented,High
30,Female,180116,Doctorate,Married,2,Rented,High
50,Male,168756,Doctorate,Married,1,Owned,High
40,Female,65199,High School Diploma,Married,0,Owned,Average
50,Female,100456,High School Diploma,Single,0,Rented,High
45,Female,171228,Bachelor's Degree,Married,2,Rented,High
40,Female,91274,Bachelor's Degree,Married,1,Owned,Average
30,Male,100067,Bachelor's Degree,Married,3,Owned,High
45,Female,119391,Master's Degree,Married,3,Owned,High
50,Male,63917,Associate's Degree,Single,0,Rented,Average
25,Male,33996,High School Diploma,Married,3,Owned,Low
40,Female,100448,Associate's Degree,Single,0,Owned,High
25,Female,132242,Doctorate,Married,2,Owned,High
40,Female,159494,Doctorate,Married,1,Owned,High
40,Female,122145,Bachelor's Degree,Married,1,Owned,High
45,Male,80668,Bachelor's Degree,Single,0,Rented,Average
45,Male,41373,High School Diploma,Married,3,Owned,Low
25,Male,107819,Bachelor's Degree,Single,0,Rented,High
50,Male,181701,Doctorate,Married,2,Owned,High
50,Male,110587,High School Diploma,Married,3,Owned,High
35,Male,160285,Master's Degree,Single,0,Owned,High
25,Male,118652,Master's Degree,Married,3,Rented,High
45,Male,193293,Master's Degree,Married,3,Rented,High
53,Male,96930,Associate's Degree,Single,0,Owned,Average
45,Female,133682,Master's Degree,Married,3,Rented,High
50,Male,195822,Master's Degree,Married,2,Rented,High
53,Female,202312,Master's Degree,Married,1,Rented,High
30,Female,63472,Bachelor's Degree,Married,1,Rented,Average
50,Female,118499,Associate's Degree,Married,3,Owned,High
25,Female,109061,Master's Degree,Married,1,Rented,High
50,Male,94231,High School Diploma,Married,3,Owned,Average
53,Male,240599,Doctorate,Married,3,Rented,High
25,Female,87443,Master's Degree,Married,3,Rented,Average
25,Female,60191,Associate's Degree,Married,3,Owned,Average
35,Male,98484,Bachelor's Degree,Single,0,Owned,Average
25,Female,62096,High School Diploma,Married,0,Owned,Average
30,Female,126876,Doctorate,Single,0,Owned,High
53,Male,206094,Doctorate,Single,0,Owned,High
25,Female,69750,Bachelor's Degree,Married,3,Owned,Average
35,Male,68362,High School Diploma,Married,0,Rented,Average
25,Male,58960,Bachelor's Degree,Single,0,Rented,Average
35,Male,144846,Bachelor's Degree,Married,3,Owned,High
30,Female,62963,Associate's Degree,Married,2,Rented,Average
30,Female,108567,Bachelor's Degree,Single,0,Rented,High
35,Male,126869,Master's Degree,Single,0,Owned,High
35,Female,72211,Associate's Degree,Married,1,Owned,Average
30,Female,63596,High School Diploma,Married,1,Owned,Average
35,Male,178430,Doctorate,Married,1,Owned,High
35,Male,117029,Master's Degree,Married,3,Owned,High
35,Female,67284,Bachelor's Degree,Married,1,Rented,Average
25,Male,84535,Associate's Degree,Married,3,Rented,Average
40,Female,224439,Doctorate,Married,3,Rented,High
30,Female,84511,Associate's Degree,Married,1,Owned,Average
35,Male,38311,High School Diploma,Married,3,Owned,Low
35,Male,98414,Bachelor's Degree,Married,3,Rented,Average
30,Female,180330,Doctorate,Single,0,Owned,High
30,Female,54775,Associate's Degree,Single,0,Owned,Average
40,Female,156369,Master's Degree,Married,2,Owned,High
35,Female,86157,Associate's Degree,Single,0,Rented,Average
25,Male,76740,Bachelor's Degree,Single,0,Owned,Average
40,Male,81948,Associate's Degree,Single,0,Owned,Average
40,Female,66045,Associate's Degree,Single,0,Owned,Average
40,Male,103387,Bachelor's Degree,Married,0,Owned,High
25,Male,113933,Doctorate,Married,1,Owned,High
25,Male,112692,Master's Degree,Single,0,Owned,High
50,Female,159447,Bachelor's Degree,Married,0,Owned,High
30,Female,91399,Master's Degree,Married,0,Owned,Average
30,Male,94172,Master's Degree,Married,2,Owned,Average
25,Female,60254,Bachelor's Degree,Married,2,Rented,Average
25,Male,119825,Master's Degree,Married,0,Owned,High
25,Female,126212,Master's Degree,Married,1,Owned,High
30,Female,45057,High School Diploma,Married,2,Owned,Low
53,Female,184819,Bachelor's Degree,Married,2,Rented,High
50,Female,106922,Associate's Degree,Married,2,Owned,High
50,Female,179569,Bachelor's Degree,Married,0,Rented,High
40,Female,52329,High School Diploma,Married,2,Owned,Average
25,Male,171414,Doctorate,Married,3,Rented,High
35,Male,139054,Master's Degree,Single,0,Rented,High
40,Female,139370,Bachelor's Degree,Married,1,Owned,High
45,Male,61910,High School Diploma,Single,0,Owned,Average
45,Female,117867,Associate's Degree,Married,1,Rented,High
35,Male,117013,Master's Degree,Single,0,Owned,High
30,Female,138510,Doctorate,Married,1,Rented,High
45,Female,193091,Master's Degree,Married,1,Rented,High
45,Male,48892,High School Diploma,Married,3,Rented,Low
35,Male,114610,Doctorate,Married,0,Owned,High
35,Male,179741,Master's Degree,Single,0,Owned,High
50,Male,157096,Doctorate,Married,3,Owned,High
45,Female,70248,High School Diploma,Single,0,Owned,Average
50,Female,91362,Associate's Degree,Married,2,Owned,Average
25,Female,73051,High School Diploma,Married,1,Rented,Average
40,Male,85209,High School Diploma,Married,0,Rented,Average
30,Female,89395,Associate's Degree,Married,0,Owned,Average
25,Male,72473,Bachelor's Degree,Single,0,Rented,Average
50,Female,138890,Master's Degree,Married,3,Rented,High
53,Male,81549,High School Diploma,Married,1,Owned,Average
40,Female,161185,Master's Degree,Married,1,Owned,High
50,Male,145131,Master's Degree,Married,1,Owned,High
35,Male,130752,Master's Degree,Single,0,Rented,High
40,Male,101523,Bachelor's Degree,Single,0,Owned,High
40,Male,132053,Bachelor's Degree,Single,0,Owned,High
45,Male,80696,Bachelor's Degree,Married,0,Owned,Average
35,Female,40850,High School Diploma,Married,0,Rented,Low
45,Male,150311,Bachelor's Degree,Married,3,Rented,High
35,Male,162374,Doctorate,Single,0,Owned,High
50,Male,208793,Master's Degree,Married,1,Owned,High
53,Male,172904,Master's Degree,Married,1,Owned,High
30,Female,159091,Master's Degree,Single,0,Rented,High
45,Male,166477,Bachelor's Degree,Married,2,Owned,High
30,Female,87918,Bachelor's Degree,Single,0,Owned,Average
35,Female,169824,Master's Degree,Single,0,Rented,High
45,Male,209929,Master's Degree,Married,2,Rented,High
45,Male,88020,Associate's Degree,Single,0,Rented,Average
45,Female,113245,Master's Degree,Single,0,Owned,High
45,Male,146089,Bachelor's Degree,Married,2,Owned,High
30,Female,136439,Master's Degree,Married,2,Owned,High
30,Female,99567,Master's Degree,Married,2,Owned,Average
53,Male,160055,Master's Degree,Married,3,Rented,High
25,Male,119502,Master's Degree,Married,3,Rented,High
40,Male,183931,Doctorate,Married,0,Rented,High
50,Male,222612,Doctorate,Married,1,Owned,High
40,Male,180695,Master's Degree,Married,0,Rented,High
53,Female,105212,Associate's Degree,Single,0,Rented,High
45,Female,88746,Bachelor's Degree,Single,0,Rented,Average
40,Male,43519,High School Diploma,Married,3,Owned,Low
53,Male,68140,Associate's Degree,Married,3,Owned,Average
45,Female,128825,Master's Degree,Married,0,Owned,High
30,Female,189118,Doctorate,Single,0,Owned,High
40,Male,193045,Doctorate,Single,0,Owned,High
45,Female,119956,Bachelor's Degree,Single,0,Rented,High
30,Male,78170,Associate's Degree,Married,3,Owned,Average
50,Male,194388,Master's Degree,Single,0,Owned,High
35,Female,87310,High School Diploma,Married,3,Rented,Average
35,Female,142436,Bachelor's Degree,Single,0,Rented,High
40,Female,79304,Associate's Degree,Married,0,Rented,Average
30,Female,163487,Master's Degree,Married,3,Owned,High
45,Male,69784,High School Diploma,Married,1,Owned,Average
25,Female,44162,Associate's Degree,Single,0,Rented,Low
30,Female,129545,Master's Degree,Married,1,Owned,High
50,Female,100583,Associate's Degree,Married,2,Rented,High
30,Male,82348,Associate's Degree,Single,0,Owned,Average
30,Male,83131,Associate's Degree,Single,0,Owned,Average
30,Female,139948,Master's Degree,Single,0,Owned,High
30,Male,176494,Doctorate,Married,2,Owned,High
40,Male,80166,Bachelor's Degree,Married,2,Owned,Average
25,Female,116600,Master's Degree,Married,3,Owned,High
40,Female,75035,Associate's Degree,Married,3,Rented,Average
40,Male,176663,Master's Degree,Single,0,Owned,High
30,Male,90762,Associate's Degree,Married,0,Rented,Average
30,Female,140304,Doctorate,Single,0,Owned,High
45,Female,193786,Doctorate,Married,1,Owned,High
30,Male,80616,Associate's Degree,Married,3,Owned,Average
25,Male,96628,Master's Degree,Married,0,Owned,Average
25,Female,174665,Doctorate,Married,3,Owned,High
50,Female,93525,High School Diploma,Married,3,Owned,Average
40,Female,103888,Bachelor's Degree,Married,3,Owned,High
30,Female,51057,High School Diploma,Single,0,Rented,Average
30,Female,170886,Doctorate,Married,3,Rented,High
50,Female,142055,Master's Degree,Married,2,Owned,High
40,Male,131264,Master's Degree,Married,2,Owned,High
40,Female,136257,Bachelor's Degree,Married,3,Rented,High
30,Male,77704,Bachelor's Degree,Married,3,Rented,Average
45,Male,154814,Bachelor's Degree,Married,1,Rented,High
25,Male,143516,Doctorate,Married,0,Owned,High
50,Female,217184,Master's Degree,Married,2,Owned,High
30,Male,161444,Master's Degree,Married,1,Rented,High
35,Male,113889,Master's Degree,Married,3,Owned,High
40,Male,79145,Associate's Degree,Single,0,Owned,Average
35,Female,85430,Associate's Degree,Married,2,Owned,Average
30,Female,144783,Doctorate,Married,3,Owned,High
35,Male,76184,Bachelor's Degree,Married,0,Owned,Average
30,Female,61030,High School Diploma,Single,0,Owned,Average
35,Female,83330,Associate's Degree,Married,0,Owned,Average
45,Female,51549,High School Diploma,Married,2,Owned,Average
30,Female,35180,High School Diploma,Married,0,Owned,Low
45,Male,115178,Associate's Degree,Married,1,Rented,High
30,Female,117417,Doctorate,Married,3,Rented,High
40,Female,216919,Doctorate,Married,3,Owned,High
35,Female,121710,Master's Degree,Married,0,Owned,High
50,Female,193255,Master's Degree,Married,2,Rented,High
25,Female,71411,Bachelor's Degree,Single,0,Rented,Average
50,Male,139815,Master's Degree,Single,0,Owned,High
35,Male,66157,High School Diploma,Single,0,Owned,Average
35,Male,144538,Master's Degree,Married,3,Rented,High
45,Male,114830,Bachelor's Degree,Married,1,Rented,High
25,Female,124719,Master's Degree,Single,0,Owned,High
45,Female,110605,Associate's Degree,Single,0,Rented,High
40,Female,115385,Bachelor's Degree,Single,0,Owned,High
40,Female,132123,Doctorate,Married,1,Owned,High
35,Male,129606,Doctorate,Married,2,Rented,High
50,Male,138745,Master's Degree,Married,1,Owned,High
45,Male,162875,Doctorate,Married,1,Rented,High
40,Female,75378,Associate's Degree,Single,0,Owned,Average
45,Male,130296,Master's Degree,Single,0,Owned,High
30,Male,72993,Bachelor's Degree,Single,0,Owned,Average
25,Female,56494,Associate's Degree,Married,2,Owned,Average
30,Male,95189,Associate's Degree,Married,3,Rented,Average
40,Male,109614,Associate's Degree,Single,0,Owned,High
40,Female,147457,Bachelor's Degree,Single,0,Rented,High
45,Female,128393,Bachelor's Degree,Married,3,Owned,High
45,Female,112005,Master's Degree,Single,0,Owned,High
40,Female,105303,Bachelor's Degree,Single,0,Rented,High
45,Male,240124,Doctorate,Married,2,Rented,High
35,Female,50030,Associate's Degree,Single,0,Rented,Average
30,Female,61303,High School Diploma,Married,3,Owned,Average
25,Female,41376,Associate's Degree,Single,0,Owned,Low
30,Male,47264,High School Diploma,Married,3,Owned,Low
30,Male,66435,Associate's Degree,Married,1,Owned,Average
40,Male,167502,Master's Degree,Married,1,Owned,High
50,Female,90952,High School Diploma,Single,0,Owned,Average
45,Female,92778,Bachelor's Degree,Married,2,Rented,Average
25,Female,90505,Master's Degree,Single,0,Owned,Average
25,Female,44966,Associate's Degree,Married,2,Rented,Low
30,Male,139819,Master's Degree,Married,3,Rented,High
35,Male,93406,Associate's Degree,Single,0,Owned,Average
40,Female,97454,High School Diploma,Single,0,Owned,Average
35,Female,177910,Master's Degree,Married,3,Rented,High
40,Male,124352,Master's Degree,Married,3,Rented,High
30,Female,81961,Bachelor's Degree,Married,3,Rented,Average
25,Male,56953,Associate's Degree,Married,1,Owned,Average
35,Male,46785,High School Diploma,Single,0,Owned,Low
45,Male,83837,Bachelor's Degree,Single,0,Owned,Average
35,Female,145586,Bachelor's Degree,Married,0,Owned,High
35,Female,198517,Doctorate,Married,0,Rented,High
25,Female,117256,Master's Degree,Married,2,Owned,High
35,Male,166635,Master's Degree,Married,1,Rented,High
53,Female,121087,Associate's Degree,Married,1,Owned,High
50,Male,127237,Associate's Degree,Married,2,Owned,High
35,Male,171637,Doctorate,Married,2,Rented,High
40,Male,118665,Bachelor's Degree,Single,0,Owned,High
25,Male,82314,Associate's Degree,Married,2,Rented,Average
30,Female,79566,Associate's Degree,Married,2,Owned,Average
45,Female,167027,Master's Degree,Married,1,Owned,High
30,Male,99659,Bachelor's Degree,Married,3,Rented,Average
40,Male,71986,High School Diploma,Married,2,Owned,Average
45,Female,202998,Master's Degree,Married,1,Rented,High
25,Male,109636,Bachelor's Degree,Married,3,Rented,High
35,Male,122728,Bachelor's Degree,Married,2,Rented,High
25,Male,46633,Associate's Degree,Married,1,Rented,Low
35,Female,180842,Doctorate,Married,2,Rented,High
35,Female,75975,Bachelor's Degree,Married,2,Owned,Average
